Ds Município;Dose;Contagem de Id Vacinacao
BARÃO DE ANTONINA;1° Dose;373
NARANDIBA;1° Dose;411
CÂNDIDO RODRIGUES;1° Dose;438
SANTA RITA D'OESTE;1° Dose;445
JAMBEIRO;1° Dose;386
UBARANA;1° Dose;417
PONGAÍ;1° Dose;430
LAVRINHAS;1° Dose;424
GUZOLÂNDIA;1° Dose;444
ARAMINA;1° Dose;440
SEBASTIANÓPOLIS DO SUL;1° Dose;433
ORINDIÚVA;1° Dose;382
REDENÇÃO DA SERRA;1° Dose;445
ALAMBARI;1° Dose;441
CAIABU;1° Dose;449
CORUMBATAÍ;1° Dose;435
SARUTAIÁ;1° Dose;407
COROADOS;1° Dose;451
LUIZIÂNIA;1° Dose;453
ANHUMAS;1° Dose;438
SANTO EXPEDITO;1° Dose;451
ITAPURA;1° Dose;448
OCAUÇU;1° Dose;462
UBIRAJARA;1° Dose;451
GASTÃO VIDIGAL;1° Dose;476
LUPÉRCIO;1° Dose;449
MONTEIRO LOBATO;1° Dose;457
GAVIÃO PEIXOTO;1° Dose;469
ONDA VERDE;1° Dose;452
SANTÓPOLIS DO AGUAPEÍ;1° Dose;444
IPEÚNA;1° Dose;471
EMILIANÓPOLIS;1° Dose;445
PLANALTO;1° Dose;466
FLOREAL;1° Dose;483
RIBEIRÃO DOS ÍNDIOS;1° Dose;470
CABRÁLIA PAULISTA;1° Dose;479
ARCO-ÍRIS;1° Dose;372
INÚBIA PAULISTA;1° Dose;465
ALTAIR;1° Dose;435
ANHEMBI;1° Dose;496
SANTA MARIA DA SERRA;1° Dose;453
SALMOURÃO;1° Dose;488
MAGDA;1° Dose;502
DOBRADA;1° Dose;507
GLICÉRIO;1° Dose;498
RIBEIRÃO DO SUL;1° Dose;508
MERIDIANO;1° Dose;508
RESTINGA;1° Dose;489
BORACÉIA;1° Dose;531
ANALÂNDIA;1° Dose;550
RIVERSUL;1° Dose;535
ADOLFO;1° Dose;503
IARAS;1° Dose;538
MENDONÇA;1° Dose;447
ITAOCA;1° Dose;453
AREIÓPOLIS;1° Dose;461
SÃO JOSÉ DA BELA VISTA;1° Dose;514
MURUTINGA DO SUL;1° Dose;555
SÃO PEDRO DO TURVO;1° Dose;605
CAMPINA DO MONTE ALEGRE;1° Dose;598
RIBEIRÃO GRANDE;1° Dose;585
SANTA LÚCIA;1° Dose;575
MONTE CASTELO;1° Dose;583
PAULICÉIA;1° Dose;607
IPIGUÁ;1° Dose;595
CORONEL MACEDO;1° Dose;576
BURITIZAL;1° Dose;575
CAIUÁ;1° Dose;562
NOVA CAMPINA;1° Dose;602
INDIANA;1° Dose;622
ÁLVARES FLORENCE;1° Dose;658
ITIRAPUÃ;1° Dose;626
ARANDU;1° Dose;643
MIRASSOLÂNDIA;1° Dose;575
GUARANTÃ;1° Dose;600
PARDINHO;1° Dose;656
TACIBA;1° Dose;647
CLEMENTINA;1° Dose;606
INDIAPORÃ;1° Dose;646
GUAIMBÊ;1° Dose;579
IACRI;1° Dose;631
SILVEIRAS;1° Dose;654
POPULINA;1° Dose;671
RAFARD;1° Dose;636
PEDRA BELA;1° Dose;710
LAVÍNIA;1° Dose;681
VISTA ALEGRE DO ALTO;1° Dose;673
ALTO ALEGRE;1° Dose;647
ÁGUAS DE SANTA BÁRBARA;1° Dose;685
TARABAI;1° Dose;669
APARECIDA D'OESTE;1° Dose;662
BARBOSA;1° Dose;653
AMÉRICO DE CAMPOS;1° Dose;703
PALMARES PAULISTA;1° Dose;682
ALFREDO MARCONDES;1° Dose;693
TAPIRAÍ;1° Dose;711
GUATAPARÁ;1° Dose;730
SALTO GRANDE;1° DOSE;854
PIQUEROBI;1° Dose;653
SARAPUÍ;1° Dose;757
PIACATU;1° Dose;709
DUMONT;1° Dose;697
RIOLÂNDIA;1° Dose;725
SANTO ANTÔNIO DO PINHAL;1° Dose;688
PARAÍSO;1° Dose;701
TUIUTI;1° Dose;766
ESTIVA GERBI;1° Dose;745
VARGEM;1° Dose;779
JABORANDI;1° Dose;700
RINÓPOLIS;1° Dose;690
SANTA CRUZ DA CONCEIÇÃO;1° Dose;759
ECHAPORÃ;1° Dose;705
COLÔMBIA;1° Dose;705
SANTO ANTÔNIO DO JARDIM;1° Dose;806
LAGOINHA;1° Dose;751
BRAÚNA;1° DOSE;732
QUINTANA;1° Dose;755
SALES;1° Dose;799
CATIGUÁ;1° Dose;860
NATIVIDADE DA SERRA;1° Dose;697
ORIENTE;1° Dose;782
TRÊS FRONTEIRAS;1° Dose;784
IPORANGA;1° Dose;622
SANTO ANTÔNIO DO ARACANGUÁ;1° Dose;761
IRAPUÃ;1° Dose;744
ITOBI;1° Dose;809
REGINÓPOLIS;1° Dose;808
ICÉM;1° Dose;780
LINDÓIA;1° Dose;823
ÁGUAS DE SÃO PEDRO;1° Dose;813
PEREIRAS;1° Dose;875
CRISTAIS PAULISTA;1° Dose;829
NUPORANGA;1° Dose;777
EUCLIDES DA CUNHA PAULISTA;1° Dose;848
LUÍS ANTÔNIO;1° Dose;787
SANTA ALBERTINA;1° Dose;831
GUAIÇARA;1° Dose;879
NOVA ALIANÇA;1° Dose;823
QUELUZ;1° Dose;834
TAIAÇU;1° Dose;796
IRAPURU;1° Dose;916
PIQUETE;1° Dose;848
BOFETE;1° Dose;909
SALTINHO;1° Dose;935
IBIRAREMA;1° Dose;848
HERCULÂNDIA;1° Dose;911
FERNANDO PRESTES;1° Dose;900
JACI;1° Dose;806
POLONI;1° Dose;858
NOVA EUROPA;1° Dose;952
RINCÃO;1° Dose;882
TAIÚVA;1° Dose;865
DOURADO;1° Dose;877
AVANHANDAVA;1° Dose;956
GÁLIA;1° Dose;885
SERRA AZUL;1° Dose;888
SANTO ANTÔNIO DA ALEGRIA;1° Dose;924
CHAVANTES;1° Dose;973
IGARATÁ;1° Dose;959
PEDRO DE TOLEDO;1° Dose;986
MANDURI;1° Dose;1010
MONTE ALEGRE DO SUL;1° Dose;1030
TAGUAÍ;1° Dose;1037
SUD MENNUCCI;1° Dose;990
ARIRANHA;1° Dose;953
AVAÍ;1° Dose;823
ROSEIRA;1° Dose;1000
ÁGUAS DA PRATA;1° Dose;1064
COLINA;1° Dose;944
AREALVA;1° Dose;1088
BOCAINA;1° Dose;1014
PAULO DE FARIA;1° Dose;993
GUAREÍ;1° Dose;1043
COSMORAMA;1° Dose;1119
SETE BARRAS;1° Dose;1099
HOLAMBRA;1° Dose;1060
PORANGABA;1° Dose;1139
IEPÊ;1° Dose;1075
VALENTIM GENTIL;1° Dose;1072
ALUMÍNIO;1° Dose;1098
CAPELA DO ALTO;1° Dose;1110
MACAUBAL;1° Dose;1070
CHARQUEADA;1° Dose;1109
ILHA COMPRIDA;1° Dose;1174
TARUMÃ;1° Dose;1119
OURO VERDE;1° Dose;1095
BÁLSAMO;1° Dose;1097
TERRA ROXA;1° Dose;1115
BILAC;1° Dose;1148
MINEIROS DO TIETÊ;1° Dose;1208
BOA ESPERANÇA DO SUL;1° Dose;1201
SÃO BENTO DO SAPUCAÍ;1° Dose;1169
MORUNGABA;1° Dose;1211
IPUÃ;1° Dose;1175
ELIAS FAUSTO;1° Dose;1221
GETULINA;1° Dose;1100
VERA CRUZ;1° Dose;1206
CANANÉIA;1° Dose;1194
ARAÇARIGUAMA;1° Dose;1235
GUARAÇAÍ;1° Dose;1162
PIRAPORA DO BOM JESUS;1° Dose;1140
RIBEIRÃO BRANCO;1° Dose;1245
SEVERÍNIA;1° Dose;1137
SALES OLIVEIRA;1° Dose;1227
BURI;1° Dose;1294
ITAPUÍ;1° Dose;1264
CEDRAL;1° Dose;1116
ENGENHEIRO COELHO;1° Dose;1166
SÃO LUIZ DO PARAITINGA;1° Dose;1246
SÃO LOURENÇO DA SERRA;1° Dose;1322
IACANGA;1° Dose;1313
CAJOBI;1° Dose;1132
ESTRELA D'OESTE;1° Dose;1239
CAFELÂNDIA;1° Dose;1385
BARRA DO TURVO;1° Dose;1124
ITIRAPINA;1° Dose;1173
RIBEIRÃO BONITO;1° Dose;1269
GUARACI;1° Dose;1225
SÃO SEBASTIÃO DA GRAMA;1° Dose;1322
PRADÓPOLIS;1° Dose;1368
OUROESTE;1° Dose;1227
SANTA BRANCA;1° Dose;1355
TORRINHA;1° Dose;1317
BANANAL;1° Dose;1297
MARACAÍ;1° Dose;1242
PACAEMBU;1° Dose;1451
TABATINGA;1° Dose;1334
SALESÓPOLIS;1° Dose;1376
PIRANGI;1° Dose;1397
PINHALZINHO;1° Dose;1419
GUAPIARA;1° Dose;1404
TAPIRATIBA;1° Dose;1365
QUATÁ;1° Dose;1355
SÃO SIMÃO;1° Dose;1378
PARAPUÃ;1° Dose;1472
PATROCÍNIO PAULISTA;1° Dose;1359
POTIM;1° Dose;1161
IGARAÇU DO TIETÊ;1° Dose;1491
JOANÓPOLIS;1° Dose;1400
CARDOSO;1° Dose;1412
JACUPIRANGA;1° Dose;1414
URÂNIA;1° Dose;1352
CESÁRIO LANGE;1° Dose;1478
FLÓRIDA PAULISTA;1° Dose;1404
NEVES PAULISTA;1° Dose;1451
PANORAMA;1° Dose;1488
ITATINGA;1° Dose;1505
IPAUSSU;1° Dose;1445
ITARIRI;1° Dose;1439
MIRACATU;1° Dose;1488
PALMEIRA D'OESTE;1° Dose;1454
PALESTINA;1° Dose;1517
PEDREGULHO;1° Dose;1473
AURIFLAMA;1° Dose;1515
UCHOA;1° Dose;1515
IBIRÁ;1° Dose;1532
BURITAMA;1° Dose;1493
URUPÊS;1° Dose;1451
ALTINÓPOLIS;1° Dose;1505
TABAPUÃ;1° Dose;1462
BERNARDINO DE CAMPOS;1° Dose;1592
PARAIBUNA;1° Dose;1556
ITAPORANGA;1° Dose;1601
JUQUIÁ;1° Dose;1660
BADY BASSITT;1° Dose;1344
ITABERÁ;1° Dose;1674
PARANAPANEMA;1° Dose;1551
MACATUBA;1° Dose;1546
GENERAL SALGADO;1° Dose;1611
BORBOREMA;1° Dose;1658
SANTA GERTRUDES;1° Dose;1545
NHANDEARA;1° Dose;1741
ÁGUAS DE LINDÓIA;1° Dose;1757
SANTO ANTÔNIO DE POSSE;1° Dose;1592
NAZARÉ PAULISTA;1° Dose;1830
BOM JESUS DOS PERDÕES;1° Dose;1841
IPERÓ;1° Dose;1828
IRACEMÁPOLIS;1° Dose;1747
DUARTINA;1° Dose;1811
SANTA ROSA DE VITERBO;1° Dose;1892
ANGATUBA;1° Dose;1865
VIRADOURO;1° Dose;1931
CONCHAS;1° Dose;1888
GUAPIAÇU;1° Dose;1751
REGENTE FEIJÓ;1° Dose;1909
ITAJOBI;1° Dose;1857
PIRATININGA;1° Dose;1760
MONTE AZUL PAULISTA;1° Dose;1875
FARTURA;1° Dose;1917
CAJATI;1° Dose;1877
CORDEIRÓPOLIS;1° Dose;2110
MIRANTE DO PARANAPANEMA;1° Dose;1967
SANTA ADÉLIA;1° Dose;1912
POTIRENDABA;1° Dose;1920
DIVINOLÂNDIA;1° Dose;2022
APIAÍ;1° Dose;2061
PINDORAMA;1° Dose;1970
TEODORO SAMPAIO;1° Dose;2091
CERQUEIRA CÉSAR;1° Dose;2109
CUNHA;1° Dose;2141
CASTILHO;1° Dose;2052
CACONDE;1° Dose;2225
ITAÍ;1° Dose;2181
MIGUELÓPOLIS;1° Dose;2165
BASTOS;1° Dose;2112
ROSANA;1° Dose;2197
TAMBAÚ;1° Dose;2105
BARRINHA;1° Dose;2115
IBATÉ;1° Dose;2223
BROTAS;1° Dose;2222
LUCÉLIA;1° Dose;2036
SERRANA;1° Dose;1879
CONCHAL;1° Dose;2172
NOVA GRANADA;1° Dose;2225
JARINU;1° Dose;2210
CAJURU;1° Dose;2184
CRAVINHOS;1° Dose;2303
GUARÁ;1° Dose;2223
PRESIDENTE BERNARDES;1° Dose;2262
BIRITIBA MIRIM;1° Dose;2395
CABREÚVA;1° Dose;2249
PILAR DO SUL;1° Dose;2383
SANTO ANASTÁCIO;1° Dose;2305
PIRAPOZINHO;1° Dose;2407
GUARIBA;1° Dose;2360
RIO GRANDE DA SERRA;1° Dose;2233
PIRAJUÍ;1° Dose;2456
VALPARAÍSO;1° Dose;2352
BRODOWSKI;1° Dose;2327
TUPI PAULISTA;1° Dose;2427
TAQUARITUBA;1° Dose;2516
ÁLVARES MACHADO;1° Dose;2633
JUNQUEIRÓPOLIS;1° Dose;2553
PIRACAIA;1° Dose;2678
RIO DAS PEDRAS;1° Dose;2597
MARTINÓPOLIS;1° Dose;2728
LARANJAL PAULISTA;1° Dose;2568
MORRO AGUDO;1° Dose;2560
DOIS CÓRREGOS;1° Dose;2648
PONTAL;1° Dose;2636
ORLÂNDIA;1° Dose;2371
GUARAREMA;1° Dose;2744
SÃO MIGUEL ARCANJO;1° Dose;2824
IGARAPAVA;1° Dose;2694
ARAÇOIABA DA SERRA;1° Dose;2855
PITANGUEIRAS;1° Dose;2499
JUQUITIBA;1° Dose;2723
ILHABELA;1° Dose;2619
ITUPEVA;1° Dose;2796
CERQUILHO;1° Dose;2766
POMPÉIA;1° Dose;2820
PALMITAL;1° Dose;2914
AGUAÍ;1° Dose;2921
PARIQUERA-AÇU;1° Dose;2749
LOUVEIRA;1° Dose;2954
JARDINÓPOLIS;1° Dose;2903
APARECIDA;1° Dose;2900
MONTE APRAZÍVEL;1° Dose;2863
PIEDADE;1° Dose;3593
PEREIRA BARRETO;1° Dose;3122
SANTA CRUZ DAS PALMEIRAS;1° Dose;2957
VARGEM GRANDE PAULISTA;1° Dose;2984
CACHOEIRA PAULISTA;1° Dose;3200
CASA BRANCA;1° Dose;2979
IGUAPE;1° Dose;3321
ELDORADO;1° Dose;2648
CÂNDIDO MOTA;1° Dose;3287
MIRANDÓPOLIS;1° Dose;3003
SÃO PEDRO;1° Dose;3334
RANCHARIA;1° Dose;3451
SÃO MANUEL;1° Dose;3571
ITARARÉ;1° Dose;3487
PARAGUAÇU PAULISTA;1° Dose;3413
TANABI;1° Dose;3430
ILHA SOLTEIRA;1° Dose;3619
GUARARAPES;1° Dose;3499
BOITUVA;1° Dose;3581
GUAÍRA;1° Dose;3474
ITUVERAVA;1° Dose;3317
PROMISSÃO;1° Dose;3594
AMÉRICO BRASILIENSE;1° Dose;3448
MONTE MOR;1° Dose;3989
CAPÃO BONITO;1° Dose;3948
PIRAJU;1° Dose;3866
SANTA RITA DO PASSA QUATRO;1° Dose;3703
TIETÊ;1° Dose;3708
MAIRINQUE;1° Dose;3843
COSMÓPOLIS;1° Dose;3924
SERRA NEGRA;1° Dose;3860
NOVA ODESSA;1° Dose;3984
PEDERNEIRAS;1° Dose;3959
JAGUARIÚNA;1° Dose;3939
BERTIOGA;1° Dose;3834
BARIRI;1° Dose;4050
JOSÉ BONIFÁCIO;1° Dose;3838
PORTO FELIZ;1° Dose;3942
OSVALDO CRUZ;1° Dose;3920
SALTO DE PIRAPORA;1° Dose;4094
CAJAMAR;1° Dose;4312
ARTUR NOGUEIRA;1° Dose;4283
PRESIDENTE EPITÁCIO;1° Dose;4341
CAMPOS DO JORDÃO;1° Dose;4176
BARRA BONITA;1° Dose;4353
ITÁPOLIS;1° Dose;4428
AGUDOS;1° Dose;4369
PEDREIRA;1° Dose;4613
DESCALVADO;1° Dose;4625
SANTA ISABEL;1° Dose;4573
CAPIVARI;1° Dose;4581
CAMPO LIMPO PAULISTA;1° Dose;4524
TREMEMBÉ;1° Dose;4103
SOCORRO;1° Dose;4960
BATATAIS;1° Dose;4336
GARÇA;1° Dose;4708
NOVO HORIZONTE;1° Dose;4613
JANDIRA;1° Dose;4862
SÃO JOAQUIM DA BARRA;1° Dose;4572
MONGAGUÁ;1° Dose;5678
ARUJÁ;1° Dose;5228
IBIÚNA;1° Dose;5264
PORTO FERREIRA;1° Dose;5721
SANTA CRUZ DO RIO PARDO;1° Dose;5523
SANTA FÉ DO SUL;1° Dose;5359
PRESIDENTE VENCESLAU;1° Dose;5643
EMBU-GUAÇU;1° Dose;5193
VARGEM GRANDE DO SUL;1° Dose;5183
VOTORANTIM;1° Dose;5125
SÃO JOSÉ DO RIO PARDO;1° Dose;5786
ADAMANTINA;1° Dose;5584
ESPÍRITO SANTO DO PINHAL;1° Dose;5602
IBITINGA;1° Dose;5728
VÁRZEA PAULISTA;1° Dose;6170
MONTE ALTO;1° Dose;5860
LENÇÓIS PAULISTA;1° Dose;6083
MIRASSOL;1° Dose;6234
OLÍMPIA;1° Dose;6131
ITAPIRA;1° Dose;5801
REGISTRO;1° Dose;5956
VINHEDO;1° Dose;6110
SÃO SEBASTIÃO;1° Dose;6096
PERUÍBE;1° Dose;6721
CRUZEIRO;1° Dose;6394
POÁ;1° Dose;5744
ANDRADINA;1° Dose;6331
MAIRIPORÃ;1° Dose;7204
BEBEDOURO;1° Dose;6983
CAÇAPAVA;1° Dose;6716
TAQUARITINGA;1° Dose;6734
UBATUBA;1° Dose;6862
CAIEIRAS;1° Dose;7272
LORENA;1° Dose;7026
MATÃO;1° Dose;7169
AMPARO;1° Dose;7254
SÃO ROQUE;1° Dose;7513
PAULÍNIA;1° Dose;7748
DRACENA;1° Dose;7274
JALES;1° Dose;7636
PENÁPOLIS;1° Dose;7831
MOCOCA;1° Dose;8124
SANTANA DE PARNAÍBA;1° Dose;8538
JABOTICABAL;1° Dose;8603
SALTO;1° Dose;8112
ITAPEVA;1° Dose;8889
TUPÃ;1° Dose;9158
FRANCISCO MORATO;1° Dose;9270
CUBATÃO;1° Dose;9642
PIRASSUNUNGA;1° Dose;9425
FERRAZ DE VASCONCELOS;1° Dose;9159
VALINHOS;1° Dose;9779
LEME;1° Dose;9570
LINS;1° Dose;9354
ITAPECERICA DA SERRA;1° Dose;9369
BIRIGUI;1° Dose;10395
SERTÃOZINHO;1° Dose;9566
AVARÉ;1° Dose;10334
CARAGUATATUBA;1° Dose;10111
ITATIBA;1° Dose;10599
ITANHAÉM;1° Dose;10084
ITAPEVI;1° Dose;10510
MOGI MIRIM;1° Dose;10591
RIBEIRÃO PIRES;1° Dose;10428
ITAQUAQUECETUBA;1° Dose;11051
GUARATINGUETÁ;1° Dose;11131
FERNANDÓPOLIS;1° Dose;10926
FRANCO DA ROCHA;1° Dose;12008
TATUÍ;1° Dose;12095
COTIA;1° Dose;11993
EMBU DAS ARTES;1° Dose;11396
PINDAMONHANGABA;1° Dose;13092
OURINHOS;1° Dose;13585
ASSIS;1° Dose;13142
HORTOLÂNDIA;1° Dose;13285
ARARAS;1° Dose;13679
SANTA BÁRBARA D'OESTE;1° Dose;13989
VOTUPORANGA;1° Dose;13848
SÃO JOÃO DA BOA VISTA;1° Dose;13807
MOGI GUAÇU;1° Dose;14085
ITU;1° Dose;14882
JAÚ;1° Dose;15187
ATIBAIA;1° Dose;15866
BARRETOS;1° Dose;15273
BRAGANÇA PAULISTA;1° Dose;16124
ITAPETININGA;1° Dose;16409
CATANDUVA;1° Dose;17871
AMERICANA;1° Dose;18102
SUMARÉ;1° Dose;19734
CARAPICUÍBA;1° Dose;20590
LIMEIRA;1° Dose;23337
TABOÃO DA SERRA;1° Dose;20420
BOTUCATU;1° Dose;22101
SUZANO;1° Dose;22466
GUARUJÁ;1° Dose;23865
BARUERI;1° Dose;22233
INDAIATUBA;1° Dose;24596
TAUBATÉ;1° Dose;25915
JACAREÍ;1° Dose;23929
PRAIA GRANDE;1° Dose;24479
ARAÇATUBA;1° Dose;24194
RIO CLARO;1° Dose;24434
FRANCA;1° Dose;26766
DIADEMA;1° Dose;27559
MARÍLIA;1° Dose;26192
PRESIDENTE PRUDENTE;1° Dose;27968
SÃO CARLOS;1° Dose;29478
MAUÁ;1° Dose;27533
SÃO CAETANO DO SUL;1° Dose;29953
SÃO VICENTE;1° Dose;31519
ARARAQUARA;1° Dose;30984
MOGI DAS CRUZES;1° Dose;35352
PIRACICABA;1° Dose;36788
JUNDIAÍ;1° Dose;39894
SOROCABA;1° Dose;45078
OSASCO;1° Dose;52639
BAURU;1° Dose;49639
SÃO JOSÉ DO RIO PRETO;1° Dose;60689
SÃO JOSÉ DOS CAMPOS;1° Dose;68593
SANTO ANDRÉ;1° Dose;74074
SANTOS;1° Dose;73524
RIBEIRÃO PRETO;1° Dose;77693
GUARULHOS;1° Dose;73524
SÃO BERNARDO DO CAMPO;1° Dose;80139
CAMPINAS;1° Dose;134634
SÃO PAULO;1° Dose;1230916
