Municipio;Dose;Contagem de Id Vacinacao
ÁLVARES FLORENCE;1° Dose;160
SANTO EXPEDITO;1° Dose;166
ANALÂNDIA;1° Dose;174
SEBASTIANÓPOLIS DO SUL;1° Dose;158
RIBEIRÃO DO SUL;1° Dose;176
CAMPINA DO MONTE ALEGRE;1° Dose;182
LAVRINHAS;1° Dose;165
RIBEIRÃO GRANDE;1° Dose;160
TIMBURI;1° Dose;177
ARAMINA;1° Dose;173
MARAPOAMA;1° Dose;161
SARUTAIÁ;1° Dose;175
IPEÚNA;1° Dose;171
MAGDA;1° Dose;167
SANTÓPOLIS DO AGUAPEÍ;1° Dose;171
ALTO ALEGRE;1° Dose;167
GLICÉRIO;1° Dose;176
AREIAS;1° Dose;166
ITAPURA;1° Dose;172
RIBEIRÃO CORRENTE;1° Dose;161
FLOREAL;1° Dose;173
MONÇÕES;1° Dose;175
SANTA LÚCIA;1° Dose;161
IPIGUÁ;1° Dose;187
MOMBUCA;1° Dose;160
UBIRAJARA;1° Dose;173
INÚBIA PAULISTA;1° Dose;181
ALTAIR;1° Dose;177
CABRÁLIA PAULISTA;1° Dose;167
BORACÉIA;1° Dose;185
MIRASSOLÂNDIA;1° Dose;178
MONTEIRO LOBATO;1° Dose;175
NARANDIBA;1° Dose;192
ONDA VERDE;1° Dose;188
MERIDIANO;1° Dose;187
ARANDU;1° Dose;199
GUATAPARÁ;1° Dose;191
RIBEIRÃO DOS ÍNDIOS;1° Dose;188
IARAS;1° Dose;194
DOBRADA;1° Dose;194
PEDRA BELA;1° Dose;185
ESTIVA GERBI;1° Dose;214
PIACATU;1° Dose;203
JAMBEIRO;1° Dose;205
GAVIÃO PEIXOTO;1° Dose;211
MURUTINGA DO SUL;1° Dose;213
ADOLFO;1° Dose;191
CORONEL MACEDO;1° Dose;206
PAULICÉIA;1° Dose;202
SARAPUÍ;1° Dose;202
TUIUTI;1° Dose;209
CLEMENTINA;1° Dose;218
IACRI;1° Dose;207
SÃO PEDRO DO TURVO;1° Dose;227
INDIAPORÃ;1° Dose;208
PARDINHO;1° Dose;212
PEREIRAS;1° Dose;224
PLANALTO;1° Dose;215
BURITIZAL;1° Dose;214
ANHUMAS;1° Dose;229
ITAOCA;1° Dose;239
RESTINGA;1° Dose;218
SILVEIRAS;1° Dose;228
NOVA CAMPINA;1° Dose;223
BARÃO DE ANTONINA;1° Dose;173
POPULINA;1° Dose;221
ITIRAPUÃ;1° Dose;212
LAVÍNIA;1° Dose;217
ÁGUAS DE SANTA BÁRBARA;1° Dose;236
LAGOINHA;1° Dose;231
SALES;1° Dose;236
SANTA MARIA DA SERRA;1° Dose;228
TAPIRAÍ;1° Dose;233
CATIGUÁ;1° Dose;280
SALTINHO;1° Dose;238
TACIBA;1° Dose;236
TARABAI;1° Dose;245
NATIVIDADE DA SERRA;1° Dose;219
ORINDIÚVA;1° Dose;238
SANTA CRUZ DA CONCEIÇÃO;1° Dose;253
INDIANA;1° Dose;240
MONTE CASTELO;1° Dose;273
SÃO JOSÉ DA BELA VISTA;1° Dose;255
TRÊS FRONTEIRAS;1° Dose;235
POLONI;1° Dose;244
AMÉRICO DE CAMPOS;1° Dose;250
SANTO ANTÔNIO DO PINHAL;1° Dose;251
ALFREDO MARCONDES;1° Dose;268
ORIENTE;1° Dose;257
VISTA ALEGRE DO ALTO;1° Dose;246
DUMONT;1° Dose;250
GUARANTÃ;1° Dose;253
PARAÍSO;1° Dose;256
GUAIMBÊ;1° Dose;253
BARBOSA;1° Dose;265
CAIUÁ;1° Dose;255
APARECIDA D'OESTE;1° Dose;260
IRAPURU;1° Dose;264
REGINÓPOLIS;1° Dose;277
SANTO ANTÔNIO DA ALEGRIA;1° Dose;271
LINDÓIA;1° Dose;268
RAFARD;1° Dose;270
IRAPUÃ;1° Dose;285
SANTO ANTÔNIO DO ARACANGUÁ;1° Dose;252
BOFETE;1° Dose;277
SANTO ANTÔNIO DO JARDIM;1° Dose;289
QUELUZ;1° Dose;284
NOVA EUROPA;1° Dose;283
SALTO GRANDE;1° Dose;297
SANTA ALBERTINA;1° Dose;292
MANDURI;1° Dose;291
CRISTAIS PAULISTA;1° Dose;288
NOVA ALIANÇA;1° Dose;292
JABORANDI;1° Dose;273
ÁGUAS DE SÃO PEDRO;1° Dose;298
SETE BARRAS;1° Dose;307
RIOLÂNDIA;1° Dose;295
EUCLIDES DA CUNHA PAULISTA;1° Dose;299
MONTE ALEGRE DO SUL;1° Dose;306
COSMORAMA;1° Dose;303
FERNANDO PRESTES;1° Dose;290
QUINTANA;1° Dose;313
PEDRO DE TOLEDO;1° Dose;306
PIQUEROBI;1° Dose;315
AREIÓPOLIS;1° Dose;301
IBIRAREMA;1° Dose;318
GUAIÇARA;1° Dose;318
ÁGUAS DA PRATA;1° Dose;340
AVANHANDAVA;1° Dose;319
CHAVANTES;1° Dose;327
TAIAÇU;1° Dose;305
BRAÚNA;1° Dose;290
MENDONÇA;1° Dose;315
RINÓPOLIS;1° Dose;346
SÃO LOURENÇO DA SERRA;1° Dose;307
COLÔMBIA;1° Dose;312
ARCO-ÍRIS;1° Dose;240
ITOBI;1° Dose;321
PORANGABA;1° Dose;329
VARGEM;1° Dose;342
ILHA COMPRIDA;1° Dose;354
TAIÚVA;1° Dose;329
AREALVA;1° Dose;341
HERCULÂNDIA;1° Dose;329
PALMARES PAULISTA;1° Dose;346
PRADÓPOLIS;1° Dose;349
MINEIROS DO TIETÊ;1° Dose;352
PIQUETE;1° Dose;346
ECHAPORÃ;1° Dose;323
VALENTIM GENTIL;1° Dose;352
GETULINA;1° Dose;352
SÃO LUIZ DO PARAITINGA;1° Dose;369
IGARATÁ;1° Dose;349
IPORANGA;1° Dose;418
ICÉM;1° Dose;334
ROSEIRA;1° Dose;364
SUD MENNUCCI;1° Dose;392
DOURADO;1° Dose;380
GUARAÇAÍ;1° Dose;399
TAGUAÍ;1° Dose;351
RIBEIRÃO BONITO;1° Dose;404
MACAUBAL;1° Dose;389
ELIAS FAUSTO;1° Dose;375
NUPORANGA;1° Dose;387
BOCAINA;1° Dose;421
GÁLIA;1° Dose;408
ITARIRI;1° Dose;396
IBIRÁ;1° Dose;396
IEPÊ;1° Dose;418
PARAPUÃ;1° Dose;418
TERRA ROXA;1° Dose;413
CAPELA DO ALTO;1° Dose;392
PINHALZINHO;1° Dose;428
ALUMÍNIO;1° Dose;407
BOA ESPERANÇA DO SUL;1° Dose;391
GUAREÍ;1° Dose;409
LUÍS ANTÔNIO;1° Dose;393
RIBEIRÃO BRANCO;1° Dose;413
MORUNGABA;1° Dose;423
PALMEIRA D'OESTE;1° Dose;425
JACUPIRANGA;1° Dose;442
NAZARÉ PAULISTA;1° Dose;439
RINCÃO;1° Dose;446
TARUMÃ;1° Dose;430
CHARQUEADA;1° Dose;415
CANANÉIA;1° Dose;436
ESTRELA D'OESTE;1° Dose;432
GUARACI;1° Dose;416
SERRA AZUL;1° Dose;418
SÃO BENTO DO SAPUCAÍ;1° Dose;436
VERA CRUZ;1° Dose;435
TORRINHA;1° Dose;465
BILAC;1° Dose;436
CAJOBI;1° Dose;447
IACANGA;1° Dose;404
HOLAMBRA;1° Dose;466
BANANAL;1° Dose;460
SALESÓPOLIS;1° Dose;466
PALESTINA;1° Dose;518
GUAPIARA;1° Dose;479
MARACAÍ;1° Dose;421
ARAÇARIGUAMA;1° Dose;434
JUQUIÁ;1° Dose;498
IPAUSSU;1° Dose;479
PIRANGI;1° Dose;482
SÃO SEBASTIÃO DA GRAMA;1° Dose;475
UCHOA;1° Dose;519
PAULO DE FARIA;1° Dose;478
ARIRANHA;1° Dose;489
OUROESTE;1° Dose;469
BÁLSAMO;1° Dose;511
TAPIRATIBA;1° Dose;495
ITATINGA;1° Dose;485
SALES OLIVEIRA;1° Dose;488
FLÓRIDA PAULISTA;1° Dose;503
MIRACATU;1° Dose;513
CRAVINHOS;1° Dose;553
BURI;1° Dose;505
CARDOSO;1° Dose;498
ITABERÁ;1° Dose;523
SANTA BRANCA;1° Dose;503
ITAPUÍ;1° Dose;554
BARRA DO TURVO;1° Dose;598
BOM JESUS DOS PERDÕES;1° Dose;509
CESÁRIO LANGE;1° Dose;539
IPUÃ;1° Dose;516
ENGENHEIRO COELHO;1° Dose;508
TABAPUÃ;1° Dose;610
URUPÊS;1° Dose;562
OURO VERDE;1° Dose;555
SÃO SIMÃO;1° Dose;521
JACI;1° Dose;510
VIRADOURO;1° Dose;539
TABATINGA;1° Dose;550
JOANÓPOLIS;1° Dose;539
APIAÍ;1° Dose;595
SEVERÍNIA;1° Dose;578
NHANDEARA;1° Dose;557
PIRAPORA DO BOM JESUS;1° Dose;515
PACAEMBU;1° Dose;576
PANORAMA;1° Dose;587
CAJATI;1° Dose;606
BIRITIBA MIRIM;1° Dose;575
ITIRAPINA;1° Dose;661
URÂNIA;1° Dose;595
ITAPORANGA;1° Dose;564
IGARAÇU DO TIETÊ;1° Dose;600
IPERÓ;1° Dose;574
REGENTE FEIJÓ;1° Dose;618
BURITAMA;1° Dose;612
PARAIBUNA;1° Dose;596
POTIM;1° Dose;631
CONCHAS;1° Dose;609
BORBOREMA;1° Dose;591
CUNHA;1° Dose;606
PATROCÍNIO PAULISTA;1° Dose;644
QUATÁ;1° Dose;640
NEVES PAULISTA;1° Dose;645
AURIFLAMA;1° Dose;613
CORDEIRÓPOLIS;1° Dose;787
AVAÍ;1° Dose;551
ÁGUAS DE LINDÓIA;1° Dose;683
PEDREGULHO;1° Dose;659
BERNARDINO DE CAMPOS;1° Dose;727
DUARTINA;1° Dose;707
POTIRENDABA;1° Dose;647
ANGATUBA;1° Dose;690
CONCHAL;1° Dose;656
CAFELÂNDIA;1° Dose;743
GENERAL SALGADO;1° Dose;665
ITAJOBI;1° Dose;691
CERQUEIRA CÉSAR;1° Dose;692
CEDRAL;1° Dose;654
ITAÍ;1° Dose;708
SANTA GERTRUDES;1° Dose;725
BASTOS;1° Dose;721
COLINA;1° Dose;687
SANTA ADÉLIA;1° Dose;693
TAMBAÚ;1° Dose;715
PARANAPANEMA;1° Dose;704
DIVINOLÂNDIA;1° Dose;714
CACONDE;1° Dose;741
FARTURA;1° Dose;713
BROTAS;1° Dose;755
GUAPIAÇU;1° Dose;742
MACATUBA;1° Dose;798
ALTINÓPOLIS;1° Dose;718
IBATÉ;1° Dose;757
MONTE AZUL PAULISTA;1° Dose;825
ROSANA;1° Dose;753
MIRANTE DO PARANAPANEMA;1° Dose;805
IRACEMÁPOLIS;1° Dose;741
TEODORO SAMPAIO;1° Dose;820
SANTA ROSA DE VITERBO;1° Dose;801
PINDORAMA;1° Dose;798
NOVA GRANADA;1° Dose;891
BADY BASSITT;1° Dose;829
RIO DAS PEDRAS;1° Dose;842
ÁLVARES MACHADO;1° Dose;880
PIRACAIA;1° Dose;871
BARRINHA;1° Dose;814
SANTO ANTÔNIO DE POSSE;1° Dose;865
MARTINÓPOLIS;1° Dose;880
PILAR DO SUL;1° Dose;905
IGARAPAVA;1° Dose;929
SÃO MIGUEL ARCANJO;1° Dose;891
AGUAÍ;1° Dose;887
LUCÉLIA;1° Dose;874
PIRATININGA;1° Dose;912
ARAÇOIABA DA SERRA;1° Dose;954
GUARIBA;1° Dose;893
GUARÁ;1° Dose;929
PIRAPOZINHO;1° Dose;954
CASTILHO;1° Dose;896
PALMITAL;1° Dose;880
CÂNDIDO MOTA;1° Dose;984
JUNQUEIRÓPOLIS;1° Dose;975
IGUAPE;1° Dose;920
DOIS CÓRREGOS;1° Dose;1046
SANTO ANASTÁCIO;1° Dose;1049
BRODOWSKI;1° Dose;1019
TAQUARITUBA;1° Dose;978
CABREÚVA;1° Dose;1294
PRESIDENTE BERNARDES;1° Dose;1052
JARINU;1° Dose;1029
ITARARÉ;1° Dose;1262
CAJURU;1° Dose;1122
MIGUELÓPOLIS;1° Dose;1030
MONTE APRAZÍVEL;1° Dose;1092
JUQUITIBA;1° Dose;1075
TUPI PAULISTA;1° Dose;1105
GUARARAPES;1° Dose;1121
JAGUARIÚNA;1° Dose;1280
SÃO PEDRO;1° Dose;1163
VALPARAÍSO;1° Dose;1007
POMPÉIA;1° Dose;1122
GUARAREMA;1° Dose;1145
PONTAL;1° Dose;1068
SANTA CRUZ DAS PALMEIRAS;1° Dose;1086
LARANJAL PAULISTA;1° Dose;1120
PIRAJUÍ;1° Dose;1199
IBIÚNA;1° Dose;1210
RIO GRANDE DA SERRA;1° Dose;1128
TANABI;1° Dose;1176
CAPÃO BONITO;1° Dose;1200
PEREIRA BARRETO;1° Dose;1184
PIEDADE;1° Dose;1349
PITANGUEIRAS;1° Dose;1202
MONGAGUÁ;1° Dose;1354
ITUPEVA;1° Dose;1185
SÃO MANUEL;1° Dose;1288
MONTE MOR;1° Dose;1259
SERRANA;1° Dose;1375
VARGEM GRANDE PAULISTA;1° Dose;1391
LOUVEIRA;1° Dose;1234
CERQUILHO;1° Dose;1372
JARDINÓPOLIS;1° Dose;1282
SERRA NEGRA;1° Dose;1441
NOVA ODESSA;1° Dose;1402
MORRO AGUDO;1° Dose;1254
APARECIDA;1° Dose;1290
ILHA SOLTEIRA;1° Dose;1324
GUAÍRA;1° Dose;1356
JOSÉ BONIFÁCIO;1° Dose;1309
PIRAJU;1° Dose;1388
PARIQUERA-AÇU;1° Dose;1483
CACHOEIRA PAULISTA;1° Dose;1459
RANCHARIA;1° Dose;1487
ILHABELA;1° Dose;1393
COSMÓPOLIS;1° Dose;1432
MAIRINQUE;1° Dose;1461
SALTO DE PIRAPORA;1° Dose;1464
ORLÂNDIA;1° Dose;1492
PARAGUAÇU PAULISTA;1° Dose;1434
SANTA RITA DO PASSA QUATRO;1° Dose;1498
SOCORRO;1° Dose;1471
ARUJÁ;1° Dose;1534
TIETÊ;1° Dose;1522
ARTUR NOGUEIRA;1° Dose;1504
PEDERNEIRAS;1° Dose;1557
BOITUVA;1° Dose;1566
CASA BRANCA;1° Dose;1571
SANTA ISABEL;1° Dose;1656
MIRANDÓPOLIS;1° Dose;1561
PROMISSÃO;1° Dose;1606
PRESIDENTE EPITÁCIO;1° Dose;1680
OSVALDO CRUZ;1° Dose;1587
NOVO HORIZONTE;1° Dose;1668
DESCALVADO;1° Dose;1754
PORTO FELIZ;1° Dose;1715
CAJAMAR;1° Dose;1652
AMÉRICO BRASILIENSE;1° Dose;1618
BARIRI;1° Dose;1795
ITUVERAVA;1° Dose;1795
ITÁPOLIS;1° Dose;1804
CAPIVARI;1° Dose;1889
JANDIRA;1° Dose;1590
ELDORADO;1° Dose;1638
BARRA BONITA;1° Dose;1773
CAMPOS DO JORDÃO;1° Dose;1897
BERTIOGA;1° Dose;1740
PORTO FERREIRA;1° Dose;2029
EMBU-GUAÇU;1° Dose;2163
PERUÍBE;1° Dose;2262
MONTE ALTO;1° Dose;2073
VARGEM GRANDE DO SUL;1° Dose;1997
SANTA FÉ DO SUL;1° Dose;2015
GARÇA;1° Dose;2131
CAMPO LIMPO PAULISTA;1° Dose;2042
PEDREIRA;1° Dose;2152
ESPÍRITO SANTO DO PINHAL;1° Dose;2180
SANTA CRUZ DO RIO PARDO;1° Dose;2280
MIRASSOL;1° Dose;2223
OLÍMPIA;1° Dose;2281
ADAMANTINA;1° Dose;2125
AGUDOS;1° Dose;2118
LENÇÓIS PAULISTA;1° Dose;2224
BATATAIS;1° Dose;2319
VÁRZEA PAULISTA;1° Dose;2190
PRESIDENTE VENCESLAU;1° Dose;2374
SÃO JOSÉ DO RIO PARDO;1° Dose;2777
REGISTRO;1° Dose;2411
SÃO SEBASTIÃO;1° Dose;2548
TREMEMBÉ;1° Dose;2536
MAIRIPORÃ;1° Dose;2538
IBITINGA;1° Dose;2563
SÃO JOAQUIM DA BARRA;1° Dose;2704
VINHEDO;1° Dose;2820
ANDRADINA;1° Dose;3240
JABOTICABAL;1° Dose;2886
PENÁPOLIS;1° Dose;2951
CRUZEIRO;1° Dose;2978
UBATUBA;1° Dose;3115
MATÃO;1° Dose;2955
JALES;1° Dose;3085
SÃO ROQUE;1° Dose;3239
AMPARO;1° Dose;3170
CAIEIRAS;1° Dose;3149
PAULÍNIA;1° Dose;2996
PIRASSUNUNGA;1° Dose;3199
TAQUARITINGA;1° Dose;3105
BIRIGUI;1° Dose;3620
DRACENA;1° Dose;3415
BEBEDOURO;1° Dose;3838
ITAPIRA;1° Dose;3587
MOCOCA;1° Dose;3229
ITAPEVA;1° Dose;3443
LORENA;1° Dose;3650
CUBATÃO;1° Dose;4039
FRANCISCO MORATO;1° Dose;3269
CAÇAPAVA;1° Dose;3509
SALTO;1° Dose;3684
VOTORANTIM;1° Dose;3672
POÁ;1° Dose;3707
SANTANA DE PARNAÍBA;1° Dose;3772
ITANHAÉM;1° Dose;4206
MOGI MIRIM;1° Dose;4360
LEME;1° Dose;4488
LINS;1° Dose;4636
AVARÉ;1° Dose;4242
ITAPEVI;1° Dose;4177
OURINHOS;1° Dose;4383
CARAGUATATUBA;1° Dose;4651
FERNANDÓPOLIS;1° Dose;4587
TUPÃ;1° Dose;4630
FERRAZ DE VASCONCELOS;1° Dose;4520
ITATIBA;1° Dose;4694
VALINHOS;1° Dose;4796
GUARATINGUETÁ;1° Dose;5241
ITAPECERICA DA SERRA;1° Dose;5021
SERTÃOZINHO;1° Dose;4949
SANTA BÁRBARA D'OESTE;1° Dose;4734
RIBEIRÃO PIRES;1° Dose;4990
ITAQUAQUECETUBA;1° Dose;5312
MOGI GUAÇU;1° Dose;5200
TATUÍ;1° Dose;5000
FRANCO DA ROCHA;1° Dose;5031
EMBU DAS ARTES;1° Dose;5542
ARARAS;1° Dose;5571
PINDAMONHANGABA;1° Dose;5382
ASSIS;1° Dose;5386
HORTOLÂNDIA;1° Dose;5613
COTIA;1° Dose;6287
ITU;1° Dose;6226
SÃO JOÃO DA BOA VISTA;1° Dose;6510
VOTUPORANGA;1° Dose;6314
ATIBAIA;1° Dose;6840
LIMEIRA;1° Dose;8645
ITAPETININGA;1° Dose;7651
PRAIA GRANDE;1° Dose;8182
SÃO VICENTE;1° Dose;7998
SUMARÉ;1° Dose;7965
BRAGANÇA PAULISTA;1° Dose;7794
JACAREÍ;1° Dose;8212
INDAIATUBA;1° Dose;8454
JAÚ;1° Dose;8835
BARRETOS;1° Dose;8588
CARAPICUÍBA;1° Dose;9599
SUZANO;1° Dose;9068
AMERICANA;1° Dose;9100
CATANDUVA;1° Dose;8991
GUARUJÁ;1° Dose;10034
ARAÇATUBA;1° Dose;10449
TABOÃO DA SERRA;1° Dose;9792
RIO CLARO;1° Dose;11235
BARUERI;1° Dose;10657
FRANCA;1° Dose;11599
BOTUCATU;1° Dose;10676
SÃO CARLOS;1° Dose;12147
DIADEMA;1° Dose;12590
MAUÁ;1° Dose;12975
TAUBATÉ;1° Dose;12671
ARARAQUARA;1° Dose;14171
PRESIDENTE PRUDENTE;1° Dose;14380
MOGI DAS CRUZES;1° Dose;14919
MARÍLIA;1° Dose;14472
PIRACICABA;1° Dose;15482
SÃO CAETANO DO SUL;1° Dose;14662
JUNDIAÍ;1° Dose;15626
SOROCABA;1° Dose;16483
OSASCO;1° Dose;19470
BAURU;1° Dose;24941
SÃO JOSÉ DOS CAMPOS;1° Dose;31294
SÃO JOSÉ DO RIO PRETO;1° Dose;27243
SANTO ANDRÉ;1° Dose;35431
RIBEIRÃO PRETO;1° Dose;31632
SANTOS;1° Dose;36233
GUARULHOS;1° Dose;38220
SÃO BERNARDO DO CAMPO;1° Dose;35156
CAMPINAS;1° Dose;60781
SÃO PAULO;1° Dose;522916
