Municipio;Dose;Contagem de Id Vacinacao
RIBEIRÃO CORRENTE;1° Dose;181
REDENÇÃO DA SERRA;1° Dose;168
GUZOLÂNDIA;1° Dose;191
ITAPURA;1° Dose;189
SANTO EXPEDITO;1° Dose;205
FLOREAL;1° Dose;195
MONÇÕES;1° Dose;202
PARANAPUÃ;1° Dose;189
ÁLVARES FLORENCE;1° Dose;191
GASTÃO VIDIGAL;1° Dose;193
LUTÉCIA;1° Dose;176
SANTA LÚCIA;1° Dose;190
SANTA ERNESTINA;1° Dose;213
ITAJU;1° Dose;189
UBARANA;1° Dose;183
JAMBEIRO;1° Dose;205
TIMBURI;1° Dose;198
BORACÉIA;1° Dose;211
MURUTINGA DO SUL;1° Dose;213
SANTÓPOLIS DO AGUAPEÍ;1° Dose;201
MAGDA;1° Dose;207
CAMPINA DO MONTE ALEGRE;1° Dose;236
PRATÂNIA;1° Dose;194
SALMOURÃO;1° Dose;187
SEBASTIANÓPOLIS DO SUL;1° Dose;195
OCAUÇU;1° Dose;197
UBIRAJARA;1° Dose;209
ANALÂNDIA;1° Dose;197
CABRÁLIA PAULISTA;1° Dose;201
DOBRADA;1° Dose;212
IPIGUÁ;1° Dose;226
ANHUMAS;1° Dose;229
ESTIVA GERBI;1° Dose;229
INÚBIA PAULISTA;1° Dose;193
IPEÚNA;1° Dose;233
ITAOCA;1° Dose;240
ONDA VERDE;1° Dose;231
ITIRAPUÃ;1° Dose;212
PEDRA BELA;1° Dose;214
RIBEIRÃO GRANDE;1° Dose;221
ADOLFO;1° Dose;203
PAULICÉIA;1° Dose;223
CLEMENTINA;1° Dose;224
GUATAPARÁ;1° Dose;229
SILVEIRAS;1° Dose;242
MIRASSOLÂNDIA;1° Dose;230
RESTINGA;1° Dose;237
ALTAIR;1° Dose;217
PLANALTO;1° Dose;225
SARAPUÍ;1° Dose;242
LAGOINHA;1° Dose;248
IARAS;1° Dose;220
INDIAPORÃ;1° Dose;212
MONTE CASTELO;1° Dose;275
SANTA MARIA DA SERRA;1° Dose;240
IACRI;1° Dose;220
GAVIÃO PEIXOTO;1° Dose;230
NOVA CAMPINA;1° Dose;256
TAPIRAÍ;1° Dose;256
PARDINHO;1° Dose;259
TUIUTI;1° Dose;266
BARÃO DE ANTONINA;1° Dose;210
LAVÍNIA;1° Dose;241
MERIDIANO;1° Dose;252
SARUTAIÁ;1° Dose;231
CORONEL MACEDO;1° Dose;242
GUARANTÃ;1° Dose;253
INDIANA;1° Dose;240
ÁGUAS DE SANTA BÁRBARA;1° Dose;242
SANTO ANTÔNIO DA ALEGRIA;1° Dose;271
ARANDU;1° Dose;295
CAIUÁ;1° Dose;257
ORIENTE;1° Dose;273
SÃO JOSÉ DA BELA VISTA;1° Dose;289
ORINDIÚVA;1° Dose;244
BOFETE;1° Dose;277
RAFARD;1° Dose;272
BURITIZAL;1° Dose;284
NATIVIDADE DA SERRA;1° Dose;263
RIBEIRÃO DOS ÍNDIOS;1° Dose;236
IRAPUÃ;1° Dose;288
SALTO GRANDE;1° Dose;297
SÃO PEDRO DO TURVO;1° Dose;296
SANTO ANTÔNIO DO PINHAL;1° Dose;286
TARABAI;1° Dose;283
AMÉRICO DE CAMPOS;1° Dose;295
PIACATU;1° Dose;296
SANTA CRUZ DA CONCEIÇÃO;1° Dose;314
APARECIDA D'OESTE;1° Dose;292
PEREIRAS;1° Dose;314
TACIBA;1° Dose;307
CRISTAIS PAULISTA;1° Dose;303
PARAÍSO;1° Dose;304
DUMONT;1° Dose;293
SANTO ANTÔNIO DO JARDIM;1° Dose;308
SALTINHO;1° Dose;335
AREIÓPOLIS;1° Dose;301
POPULINA;1° Dose;292
SANTO ANTÔNIO DO ARACANGUÁ;1° Dose;307
ÁGUAS DE SÃO PEDRO;1° Dose;329
GUAIMBÊ;1° Dose;289
NOVA EUROPA;1° Dose;333
ÁGUAS DA PRATA;1° Dose;340
ALFREDO MARCONDES;1° Dose;353
SALES;1° Dose;322
BARBOSA;1° Dose;285
MENDONÇA;1° Dose;315
RINÓPOLIS;1° Dose;346
SÃO LOURENÇO DA SERRA;1° Dose;307
COLÔMBIA;1° Dose;312
ITOBI;1° Dose;321
JABORANDI;1° Dose;322
RIOLÂNDIA;1° Dose;316
VISTA ALEGRE DO ALTO;1° Dose;324
CATIGUÁ;1° Dose;389
POLONI;1° Dose;322
SETE BARRAS;1° Dose;349
IRAPURU;1° Dose;319
VARGEM;1° Dose;345
TAIÚVA;1° Dose;329
LINDÓIA;1° Dose;356
BRAÚNA;1° Dose;306
FERNANDO PRESTES;1° Dose;320
TRÊS FRONTEIRAS;1° Dose;318
EUCLIDES DA CUNHA PAULISTA;1° Dose;354
PEDRO DE TOLEDO;1° Dose;350
PALMARES PAULISTA;1° Dose;346
MONTE ALEGRE DO SUL;1° Dose;372
HERCULÂNDIA;1° Dose;334
ARCO-ÍRIS;1° Dose;256
ILHA COMPRIDA;1° Dose;377
QUELUZ;1° Dose;371
REGINÓPOLIS;1° Dose;388
IBIRAREMA;1° Dose;368
GETULINA;1° Dose;352
AREALVA;1° Dose;355
PIQUETE;1° Dose;365
ICÉM;1° Dose;334
NOVA ALIANÇA;1° Dose;361
CHAVANTES;1° Dose;339
PIQUEROBI;1° Dose;344
IPORANGA;1° Dose;430
SANTA ALBERTINA;1° Dose;376
ECHAPORÃ;1° Dose;348
ROSEIRA;1° Dose;381
AVANHANDAVA;1° Dose;379
MANDURI;1° Dose;396
NUPORANGA;1° Dose;389
SÃO LUIZ DO PARAITINGA;1° Dose;422
QUINTANA;1° Dose;355
IGARATÁ;1° Dose;408
IBIRÁ;1° Dose;402
GUAIÇARA;1° Dose;432
TAIAÇU;1° Dose;403
VALENTIM GENTIL;1° Dose;442
GÁLIA;1° Dose;409
JACUPIRANGA;1° Dose;450
PORANGABA;1° Dose;466
TARUMÃ;1° Dose;430
CAPELA DO ALTO;1° Dose;416
TAGUAÍ;1° Dose;418
SUD MENNUCCI;1° Dose;476
COSMORAMA;1° Dose;437
HOLAMBRA;1° Dose;468
SÃO BENTO DO SAPUCAÍ;1° Dose;457
GUAREÍ;1° Dose;465
LUÍS ANTÔNIO;1° Dose;449
GUARACI;1° Dose;428
GUARAÇAÍ;1° Dose;497
DOURADO;1° Dose;503
RINCÃO;1° Dose;505
RIBEIRÃO BRANCO;1° Dose;430
TERRA ROXA;1° Dose;501
CHARQUEADA;1° Dose;471
ELIAS FAUSTO;1° Dose;471
GUAPIARA;1° Dose;493
VERA CRUZ;1° Dose;437
PALESTINA;1° Dose;522
SERRA AZUL;1° Dose;452
BOA ESPERANÇA DO SUL;1° Dose;474
RIBEIRÃO BONITO;1° Dose;550
ITARIRI;1° Dose;490
BURI;1° Dose;506
MORUNGABA;1° Dose;521
IEPÊ;1° Dose;514
CARDOSO;1° Dose;498
MINEIROS DO TIETÊ;1° Dose;500
ITABERÁ;1° Dose;523
MACAUBAL;1° Dose;479
SALESÓPOLIS;1° Dose;538
BOCAINA;1° Dose;569
TORRINHA;1° Dose;536
MARACAÍ;1° Dose;479
PRADÓPOLIS;1° Dose;517
JUQUIÁ;1° Dose;560
BARRA DO TURVO;1° Dose;598
SALES OLIVEIRA;1° Dose;527
IACANGA;1° Dose;494
ENGENHEIRO COELHO;1° Dose;509
PAULO DE FARIA;1° Dose;541
BANANAL;1° Dose;514
FLÓRIDA PAULISTA;1° Dose;531
PINHALZINHO;1° Dose;590
BILAC;1° Dose;529
ALUMÍNIO;1° Dose;536
ARAÇARIGUAMA;1° Dose;512
CAJOBI;1° Dose;559
CANANÉIA;1° Dose;551
JACI;1° Dose;510
ARIRANHA;1° Dose;529
SEVERÍNIA;1° Dose;590
JOANÓPOLIS;1° Dose;555
PARAPUÃ;1° Dose;580
BÁLSAMO;1° Dose;569
CRAVINHOS;1° Dose;619
IPUÃ;1° Dose;573
IPAUSSU;1° Dose;609
PIRAPORA DO BOM JESUS;1° Dose;533
ITAPUÍ;1° Dose;578
MIRACATU;1° Dose;576
NAZARÉ PAULISTA;1° Dose;646
PALMEIRA D'OESTE;1° Dose;610
PACAEMBU;1° Dose;621
BURITAMA;1° Dose;615
URUPÊS;1° Dose;646
CESÁRIO LANGE;1° Dose;606
ITATINGA;1° Dose;647
TABAPUÃ;1° Dose;681
PATROCÍNIO PAULISTA;1° Dose;644
ESTRELA D'OESTE;1° Dose;626
UCHOA;1° Dose;614
SÃO SIMÃO;1° Dose;625
PANORAMA;1° Dose;622
OUROESTE;1° Dose;588
TABATINGA;1° Dose;632
SANTA BRANCA;1° Dose;640
OURO VERDE;1° Dose;648
ITAPORANGA;1° Dose;640
PIRANGI;1° Dose;642
CAJATI;1° Dose;667
ÁGUAS DE LINDÓIA;1° Dose;683
POTIM;1° Dose;697
REGENTE FEIJÓ;1° Dose;698
ITIRAPINA;1° Dose;678
URÂNIA;1° Dose;606
SÃO SEBASTIÃO DA GRAMA;1° Dose;628
NHANDEARA;1° Dose;706
IPERÓ;1° Dose;673
AURIFLAMA;1° Dose;672
BERNARDINO DE CAMPOS;1° Dose;745
QUATÁ;1° Dose;717
TAPIRATIBA;1° Dose;660
IGARAÇU DO TIETÊ;1° Dose;721
CAFELÂNDIA;1° Dose;766
AVAÍ;1° Dose;589
BOM JESUS DOS PERDÕES;1° Dose;702
VIRADOURO;1° Dose;692
PEDREGULHO;1° Dose;719
ITAJOBI;1° Dose;737
SANTA GERTRUDES;1° Dose;725
COLINA;1° Dose;692
PARAIBUNA;1° Dose;741
APIAÍ;1° Dose;729
CONCHAS;1° Dose;736
CACONDE;1° Dose;741
BIRITIBA MIRIM;1° Dose;781
ANGATUBA;1° Dose;787
BROTAS;1° Dose;759
BASTOS;1° Dose;766
BORBOREMA;1° Dose;734
NEVES PAULISTA;1° Dose;751
MACATUBA;1° Dose;818
CUNHA;1° Dose;777
DUARTINA;1° Dose;837
CORDEIRÓPOLIS;1° Dose;923
GUAPIAÇU;1° Dose;770
MONTE AZUL PAULISTA;1° Dose;825
PARANAPANEMA;1° Dose;754
CEDRAL;1° Dose;690
POTIRENDABA;1° Dose;764
FARTURA;1° Dose;781
SANTA ADÉLIA;1° Dose;807
GENERAL SALGADO;1° Dose;763
BADY BASSITT;1° Dose;829
CONCHAL;1° Dose;828
MIRANTE DO PARANAPANEMA;1° Dose;853
SANTA ROSA DE VITERBO;1° Dose;856
PIRACAIA;1° Dose;879
IRACEMÁPOLIS;1° Dose;783
CERQUEIRA CÉSAR;1° Dose;885
TAMBAÚ;1° Dose;897
ALTINÓPOLIS;1° Dose;775
TEODORO SAMPAIO;1° Dose;923
SANTO ANTÔNIO DE POSSE;1° Dose;902
ROSANA;1° Dose;875
ITAÍ;1° Dose;872
GUARIBA;1° Dose;900
BARRINHA;1° Dose;937
RIO DAS PEDRAS;1° Dose;1001
PINDORAMA;1° Dose;971
CASTILHO;1° Dose;937
ARAÇOIABA DA SERRA;1° Dose;1060
DIVINOLÂNDIA;1° Dose;921
ÁLVARES MACHADO;1° Dose;1080
PIRAPOZINHO;1° Dose;986
GUARÁ;1° Dose;981
JUNQUEIRÓPOLIS;1° Dose;1016
IBATÉ;1° Dose;1019
DOIS CÓRREGOS;1° Dose;1084
SÃO MIGUEL ARCANJO;1° Dose;1078
LUCÉLIA;1° Dose;991
MARTINÓPOLIS;1° Dose;1087
BRODOWSKI;1° Dose;1052
PIRATININGA;1° Dose;1095
JARINU;1° Dose;1084
SANTO ANASTÁCIO;1° Dose;1139
PRESIDENTE BERNARDES;1° Dose;1106
AGUAÍ;1° Dose;1095
SÃO PEDRO;1° Dose;1164
NOVA GRANADA;1° Dose;1063
MIGUELÓPOLIS;1° Dose;1074
IGUAPE;1° Dose;1057
PILAR DO SUL;1° Dose;1118
PIRAJUÍ;1° Dose;1200
IGARAPAVA;1° Dose;1032
CAJURU;1° Dose;1261
PALMITAL;1° Dose;1159
CABREÚVA;1° Dose;1413
JUQUITIBA;1° Dose;1161
TUPI PAULISTA;1° Dose;1236
POMPÉIA;1° Dose;1184
RIO GRANDE DA SERRA;1° Dose;1208
ITARARÉ;1° Dose;1409
VALPARAÍSO;1° Dose;1163
PIEDADE;1° Dose;1349
LARANJAL PAULISTA;1° Dose;1266
CÂNDIDO MOTA;1° Dose;1364
PEREIRA BARRETO;1° Dose;1275
GUARAREMA;1° Dose;1195
PITANGUEIRAS;1° Dose;1296
SÃO MANUEL;1° Dose;1290
MORRO AGUDO;1° Dose;1259
JAGUARIÚNA;1° Dose;1513
SERRANA;1° Dose;1439
APARECIDA;1° Dose;1290
TAQUARITUBA;1° Dose;1220
ITUPEVA;1° Dose;1285
MONTE APRAZÍVEL;1° Dose;1354
GUARARAPES;1° Dose;1387
CERQUILHO;1° Dose;1438
SANTA CRUZ DAS PALMEIRAS;1° Dose;1332
LOUVEIRA;1° Dose;1341
NOVA ODESSA;1° Dose;1499
VARGEM GRANDE PAULISTA;1° Dose;1527
ILHA SOLTEIRA;1° Dose;1379
PONTAL;1° Dose;1330
SERRA NEGRA;1° Dose;1607
ILHABELA;1° Dose;1429
ORLÂNDIA;1° Dose;1528
JARDINÓPOLIS;1° Dose;1402
MONGAGUÁ;1° Dose;1638
CACHOEIRA PAULISTA;1° Dose;1522
RANCHARIA;1° Dose;1616
MONTE MOR;1° Dose;1537
GUAÍRA;1° Dose;1577
MAIRINQUE;1° Dose;1606
CAPÃO BONITO;1° Dose;1495
PARIQUERA-AÇU;1° Dose;1623
PARAGUAÇU PAULISTA;1° Dose;1633
PEDERNEIRAS;1° Dose;1661
SANTA RITA DO PASSA QUATRO;1° Dose;1724
SALTO DE PIRAPORA;1° Dose;1675
CASA BRANCA;1° Dose;1581
TANABI;1° Dose;1567
TIETÊ;1° Dose;1699
PIRAJU;1° Dose;1653
COSMÓPOLIS;1° Dose;1828
IBIÚNA;1° Dose;1482
MIRANDÓPOLIS;1° Dose;1714
JOSÉ BONIFÁCIO;1° Dose;1687
CAJAMAR;1° Dose;1732
BOITUVA;1° Dose;1821
PORTO FELIZ;1° Dose;1872
ITUVERAVA;1° Dose;1821
AMÉRICO BRASILIENSE;1° Dose;1705
SANTA ISABEL;1° Dose;1766
PROMISSÃO;1° Dose;1896
BARIRI;1° Dose;1950
ARTUR NOGUEIRA;1° Dose;1861
OSVALDO CRUZ;1° Dose;1948
PRESIDENTE EPITÁCIO;1° Dose;1830
ARUJÁ;1° Dose;2008
ELDORADO;1° Dose;1649
DESCALVADO;1° Dose;1995
SOCORRO;1° Dose;2024
CAMPOS DO JORDÃO;1° Dose;1983
JANDIRA;1° Dose;1872
ITÁPOLIS;1° Dose;2204
CAPIVARI;1° Dose;2123
BERTIOGA;1° Dose;1858
NOVO HORIZONTE;1° Dose;2091
CAMPO LIMPO PAULISTA;1° Dose;2043
EMBU-GUAÇU;1° Dose;2352
GARÇA;1° Dose;2298
OLÍMPIA;1° Dose;2281
BARRA BONITA;1° Dose;2191
PORTO FERREIRA;1° Dose;2345
PEDREIRA;1° Dose;2358
PERUÍBE;1° Dose;2453
SÃO JOSÉ DO RIO PARDO;1° Dose;2788
MONTE ALTO;1° Dose;2462
SANTA FÉ DO SUL;1° Dose;2489
VÁRZEA PAULISTA;1° Dose;2326
VARGEM GRANDE DO SUL;1° Dose;2396
AGUDOS;1° Dose;2504
ESPÍRITO SANTO DO PINHAL;1° Dose;2708
BATATAIS;1° Dose;2728
TREMEMBÉ;1° Dose;2665
REGISTRO;1° Dose;2558
SÃO JOAQUIM DA BARRA;1° Dose;2756
SANTA CRUZ DO RIO PARDO;1° Dose;2580
IBITINGA;1° Dose;2736
ANDRADINA;1° Dose;3241
ADAMANTINA;1° Dose;2527
LENÇÓIS PAULISTA;1° Dose;2694
MAIRIPORÃ;1° Dose;2889
SÃO SEBASTIÃO;1° Dose;2739
PRESIDENTE VENCESLAU;1° Dose;2625
MIRASSOL;1° Dose;2671
VINHEDO;1° Dose;3157
CRUZEIRO;1° Dose;3202
MATÃO;1° Dose;3257
PENÁPOLIS;1° Dose;3278
UBATUBA;1° Dose;3276
CAIEIRAS;1° Dose;3287
SÃO ROQUE;1° Dose;3717
AMPARO;1° Dose;3612
BEBEDOURO;1° Dose;3875
ITAPIRA;1° Dose;3628
JABOTICABAL;1° Dose;3645
TAQUARITINGA;1° Dose;3499
JALES;1° Dose;3741
LORENA;1° Dose;3675
BIRIGUI;1° Dose;3962
CAÇAPAVA;1° Dose;3532
PAULÍNIA;1° Dose;3687
DRACENA;1° Dose;3738
VOTORANTIM;1° Dose;3731
SANTANA DE PARNAÍBA;1° Dose;3776
ITAPEVA;1° Dose;3892
FRANCISCO MORATO;1° Dose;3764
SALTO;1° Dose;4147
POÁ;1° Dose;3816
MOCOCA;1° Dose;3920
PIRASSUNUNGA;1° Dose;4096
CUBATÃO;1° Dose;4633
ITANHAÉM;1° Dose;4512
ITAPEVI;1° Dose;4385
CARAGUATATUBA;1° Dose;4977
ITATIBA;1° Dose;4738
LEME;1° Dose;4606
MOGI MIRIM;1° Dose;5225
VALINHOS;1° Dose;5037
FERRAZ DE VASCONCELOS;1° Dose;4724
OURINHOS;1° Dose;5071
TUPÃ;1° Dose;4994
AVARÉ;1° Dose;4804
LINS;1° Dose;5280
ITAQUAQUECETUBA;1° Dose;5333
ITAPECERICA DA SERRA;1° Dose;5276
FERNANDÓPOLIS;1° Dose;5539
GUARATINGUETÁ;1° Dose;5810
RIBEIRÃO PIRES;1° Dose;4996
SERTÃOZINHO;1° Dose;5518
SANTA BÁRBARA D'OESTE;1° Dose;5544
FRANCO DA ROCHA;1° Dose;5411
TATUÍ;1° Dose;5890
EMBU DAS ARTES;1° Dose;6039
MOGI GUAÇU;1° Dose;6183
COTIA;1° Dose;6360
ARARAS;1° Dose;6084
HORTOLÂNDIA;1° Dose;6241
PINDAMONHANGABA;1° Dose;5843
ASSIS;1° Dose;6427
ITU;1° Dose;6619
VOTUPORANGA;1° Dose;7186
SÃO JOÃO DA BOA VISTA;1° Dose;7617
ATIBAIA;1° Dose;7861
ITAPETININGA;1° Dose;7981
LIMEIRA;1° Dose;9700
PRAIA GRANDE;1° Dose;8393
BRAGANÇA PAULISTA;1° Dose;8417
SUMARÉ;1° Dose;8690
JAÚ;1° Dose;9406
SÃO VICENTE;1° Dose;9377
CARAPICUÍBA;1° Dose;9770
INDAIATUBA;1° Dose;8989
BARRETOS;1° Dose;9356
SUZANO;1° Dose;9757
JACAREÍ;1° Dose;9075
AMERICANA;1° Dose;9842
GUARUJÁ;1° Dose;10985
ARAÇATUBA;1° Dose;11461
CATANDUVA;1° Dose;10082
RIO CLARO;1° Dose;12206
TABOÃO DA SERRA;1° Dose;11071
BARUERI;1° Dose;11317
FRANCA;1° Dose;12636
BOTUCATU;1° Dose;12095
DIADEMA;1° Dose;12789
MAUÁ;1° Dose;14152
TAUBATÉ;1° Dose;13985
ARARAQUARA;1° Dose;14701
SÃO CARLOS;1° Dose;14898
PRESIDENTE PRUDENTE;1° Dose;15638
JUNDIAÍ;1° Dose;16154
SÃO CAETANO DO SUL;1° Dose;15500
SOROCABA;1° Dose;17047
MOGI DAS CRUZES;1° Dose;17230
MARÍLIA;1° Dose;15876
PIRACICABA;1° Dose;17024
OSASCO;1° Dose;22387
BAURU;1° Dose;27612
SÃO JOSÉ DOS CAMPOS;1° Dose;33308
SÃO JOSÉ DO RIO PRETO;1° Dose;31613
SANTO ANDRÉ;1° Dose;38757
RIBEIRÃO PRETO;1° Dose;34482
GUARULHOS;1° Dose;39140
SANTOS;1° Dose;40302
SÃO BERNARDO DO CAMPO;1° Dose;39865
CAMPINAS;1° Dose;63902
SÃO PAULO;1° Dose;593088
