Ds Município;Dose;Contagem de Id Vacinacao
PARANAPUÃ;1° Dose;422
BARÃO DE ANTONINA;1° Dose;373
ORINDIÚVA;1° Dose;381
NARANDIBA;1° Dose;411
LAVRINHAS;1° Dose;415
SANTA RITA D'OESTE;1° Dose;445
JAMBEIRO;1° Dose;386
UBARANA;1° Dose;417
ARAMINA;1° Dose;430
SANTÓPOLIS DO AGUAPEÍ;1° Dose;407
SEBASTIANÓPOLIS DO SUL;1° Dose;433
ALTAIR;1° Dose;434
ALAMBARI;1° Dose;441
COROADOS;1° Dose;448
SARUTAIÁ;1° Dose;407
LUIZIÂNIA;1° Dose;453
ANHUMAS;1° Dose;438
SANTA MARIA DA SERRA;1° Dose;407
CABRÁLIA PAULISTA;1° Dose;446
MONTEIRO LOBATO;1° Dose;437
SANTO EXPEDITO;1° DOSE;451
OCAUÇU;1° Dose;462
ITAPURA;1° Dose;449
UBIRAJARA;1° Dose;451
GASTÃO VIDIGAL;1° Dose;476
GAVIÃO PEIXOTO;1° Dose;467
LUPÉRCIO;1° Dose;449
ONDA VERDE;1° Dose;452
EMILIANÓPOLIS;1° Dose;445
IPEÚNA;1° Dose;472
PLANALTO;1° Dose;466
FLOREAL;1° Dose;483
RIBEIRÃO DOS ÍNDIOS;1° DOSE;470
ARCO-ÍRIS;1° Dose;372
INÚBIA PAULISTA;1° Dose;465
ANHEMBI;1° Dose;496
SALMOURÃO;1° Dose;488
MAGDA;1° Dose;502
RIVERSUL;1° Dose;503
DOBRADA;1° Dose;507
RIBEIRÃO DO SUL;1° Dose;503
IARAS;1° Dose;503
GLICÉRIO;1° Dose;498
PAULICÉIA;1° Dose;514
MERIDIANO;1° Dose;509
RESTINGA;1° Dose;489
BORACÉIA;1° Dose;532
MONTE CASTELO;1° Dose;513
ANALÂNDIA;1° DOSE;550
ADOLFO;1° Dose;503
SÃO JOSÉ DA BELA VISTA;1° Dose;496
MENDONÇA;1° Dose;447
ITAOCA;1° Dose;453
AREIÓPOLIS;1° Dose;461
SALTO GRANDE;1° Dose;657
MURUTINGA DO SUL;1° Dose;555
SÃO PEDRO DO TURVO;1° Dose;605
CAMPINA DO MONTE ALEGRE;1° DOSE;598
RIBEIRÃO GRANDE;1° Dose;585
SANTA LÚCIA;1° Dose;575
IPIGUÁ;1° Dose;595
CORONEL MACEDO;1° Dose;576
BURITIZAL;1° Dose;575
CAIUÁ;1° DOSE;562
NOVA CAMPINA;1° Dose;602
ITIRAPUÃ;1° Dose;608
INDIANA;1° Dose;622
ÁLVARES FLORENCE;1° Dose;658
ARANDU;1° Dose;643
MIRASSOLÂNDIA;1° Dose;575
ALTO ALEGRE;1° Dose;581
GUARANTÃ;1° Dose;600
PARDINHO;1° Dose;656
TACIBA;1° DOSE;647
CLEMENTINA;1° Dose;606
INDIAPORÃ;1° Dose;646
ESTIVA GERBI;1° Dose;641
GUAIMBÊ;1° Dose;578
IACRI;1° Dose;630
SILVEIRAS;1° Dose;654
SANTO ANTÔNIO DO PINHAL;1° Dose;616
POPULINA;1° Dose;670
RAFARD;1° Dose;636
PEDRA BELA;1° Dose;711
LAVÍNIA;1° Dose;682
VISTA ALEGRE DO ALTO;1° Dose;674
ÁGUAS DE SANTA BÁRBARA;1° Dose;685
TARABAI;1° DOSE;669
PALMARES PAULISTA;1° Dose;672
APARECIDA D'OESTE;1° Dose;662
BARBOSA;1° Dose;653
AMÉRICO DE CAMPOS;1° Dose;703
ALFREDO MARCONDES;1° DOSE;693
TAPIRAÍ;1° Dose;711
GUATAPARÁ;1° DOSE;730
REGINÓPOLIS;1° Dose;687
PIQUEROBI;1° DOSE;653
SARAPUÍ;1° Dose;757
SALTINHO;1° Dose;736
PIACATU;1° Dose;709
DUMONT;1° DOSE;697
RIOLÂNDIA;1° Dose;725
PARAÍSO;1° Dose;701
TUIUTI;1° Dose;766
SANTO ANTÔNIO DO JARDIM;1° Dose;778
NATIVIDADE DA SERRA;1° Dose;673
VARGEM;1° Dose;779
JABORANDI;1° Dose;700
COLÔMBIA;1° Dose;684
RINÓPOLIS;1° Dose;690
SANTA CRUZ DA CONCEIÇÃO;1° DOSE;759
ECHAPORÃ;1° Dose;705
ÁGUAS DE SÃO PEDRO;1° DOSE;751
LAGOINHA;1° Dose;751
LINDÓIA;1° Dose;778
BRAÚNA;1° Dose;733
QUINTANA;1° Dose;755
SANTO ANTÔNIO DO ARACANGUÁ;1° Dose;736
EUCLIDES DA CUNHA PAULISTA;1° DOSE;778
SALES;1° Dose;800
CATIGUÁ;1° Dose;860
ORIENTE;1° Dose;782
TRÊS FRONTEIRAS;1° Dose;783
IPORANGA;1° Dose;622
IRAPUÃ;1° Dose;744
ITOBI;1° Dose;809
ICÉM;1° Dose;780
NOVA EUROPA;1° Dose;833
PEREIRAS;1° Dose;875
CRISTAIS PAULISTA;1° Dose;829
NUPORANGA;1° Dose;777
LUÍS ANTÔNIO;1° Dose;787
SANTA ALBERTINA;1° Dose;831
QUELUZ;1° Dose;825
GUAIÇARA;1° Dose;879
NOVA ALIANÇA;1° Dose;824
TAIAÇU;1° Dose;796
IBIRAREMA;1° Dose;849
IRAPURU;1° DOSE;916
PIQUETE;1° Dose;848
BOFETE;1° Dose;909
SERRA AZUL;1° Dose;792
HERCULÂNDIA;1° Dose;911
FERNANDO PRESTES;1° Dose;900
JACI;1° Dose;807
POLONI;1° Dose;857
CHAVANTES;1° Dose;922
TAIÚVA;1° Dose;858
GETULINA;1° Dose;906
RINCÃO;1° Dose;882
ROSEIRA;1° Dose;853
DOURADO;1° Dose;877
AVANHANDAVA;1° Dose;956
GÁLIA;1° Dose;885
PEDRO DE TOLEDO;1° DOSE;970
SANTO ANTÔNIO DA ALEGRIA;1° DOSE;924
IGARATÁ;1° Dose;959
MANDURI;1° Dose;1010
CAFELÂNDIA;1° Dose;1112
MONTE ALEGRE DO SUL;1° Dose;1008
VALENTIM GENTIL;1° Dose;975
ÁGUAS DA PRATA;1° Dose;1016
TAGUAÍ;1° Dose;1038
AVAÍ;1° Dose;817
SUD MENNUCCI;1° Dose;984
AREALVA;1° Dose;1057
ARIRANHA;1° Dose;953
COLINA;1° Dose;944
BOCAINA;1° Dose;1014
SÃO LOURENÇO DA SERRA;1° DOSE;1082
PAULO DE FARIA;1° Dose;993
GUAREÍ;1° DOSE;1042
COSMORAMA;1° Dose;1119
SETE BARRAS;1° DOSE;1099
HOLAMBRA;1° Dose;1060
PORANGABA;1° Dose;1140
IEPÊ;1° DOSE;1075
ALUMÍNIO;1° DOSE;1098
CAPELA DO ALTO;1° Dose;1110
BILAC;1° Dose;1072
MACAUBAL;1° Dose;1070
BOA ESPERANÇA DO SUL;1° Dose;1099
CHARQUEADA;1° DOSE;1071
SEVERÍNIA;1° Dose;1057
PRADÓPOLIS;1° Dose;1095
GUARACI;1° Dose;1024
BÁLSAMO;1° Dose;1060
ILHA COMPRIDA;1° DOSE;1167
TARUMÃ;1° Dose;1115
OURO VERDE;1° DOSE;1095
CAJOBI;1° Dose;1041
ITAPUÍ;1° Dose;1135
TERRA ROXA;1° Dose;1115
RIBEIRÃO BONITO;1° Dose;1084
MINEIROS DO TIETÊ;1° Dose;1208
SÃO LUIZ DO PARAITINGA;1° Dose;1143
SÃO BENTO DO SAPUCAÍ;1° Dose;1169
MORUNGABA;1° Dose;1211
SALES OLIVEIRA;1° Dose;1168
IPUÃ;1° Dose;1175
ELIAS FAUSTO;1° DOSE;1221
VERA CRUZ;1° Dose;1206
PIRAPORA DO BOM JESUS;1° DOSE;1140
TORRINHA;1° Dose;1156
CANANÉIA;1° DOSE;1194
ARAÇARIGUAMA;1° DOSE;1235
IGARAÇU DO TIETÊ;1° Dose;1240
GUARAÇAÍ;1° Dose;1162
RIBEIRÃO BRANCO;1° Dose;1245
GUAPIARA;1° Dose;1220
BURI;1° Dose;1295
CEDRAL;1° Dose;1116
ENGENHEIRO COELHO;1° DOSE;1164
IACANGA;1° Dose;1313
ESTRELA D'OESTE;1° Dose;1239
BARRA DO TURVO;1° DOSE;1124
ITIRAPINA;1° Dose;1173
MARACAÍ;1° Dose;1179
SÃO SEBASTIÃO DA GRAMA;1° Dose;1322
NEVES PAULISTA;1° Dose;1265
PACAEMBU;1° Dose;1414
TAPIRATIBA;1° Dose;1284
SALESÓPOLIS;1° Dose;1336
OUROESTE;1° Dose;1227
SANTA BRANCA;1° Dose;1356
BANANAL;1° Dose;1297
TABATINGA;1° Dose;1333
PIRANGI;1° Dose;1397
PINHALZINHO;1° Dose;1419
FLÓRIDA PAULISTA;1° Dose;1332
QUATÁ;1° DOSE;1355
SÃO SIMÃO;1° DOSE;1378
PARAPUÃ;1° Dose;1472
PATROCÍNIO PAULISTA;1° Dose;1359
POTIM;1° Dose;1161
JOANÓPOLIS;1° Dose;1400
CARDOSO;1° Dose;1412
JACUPIRANGA;1° DOSE;1414
PALESTINA;1° Dose;1393
ITARIRI;1° DOSE;1370
URÂNIA;1° Dose;1351
CESÁRIO LANGE;1° DOSE;1478
IPAUSSU;1° Dose;1439
PANORAMA;1° DOSE;1488
ITATINGA;1° Dose;1505
PALMEIRA D'OESTE;1° Dose;1454
ITAPORANGA;1° Dose;1525
JUQUIÁ;1° DOSE;1605
PEDREGULHO;1° Dose;1473
AURIFLAMA;1° Dose;1515
UCHOA;1° Dose;1515
IBIRÁ;1° Dose;1532
SANTA GERTRUDES;1° DOSE;1427
BORBOREMA;1° Dose;1552
SANTO ANTÔNIO DE POSSE;1° Dose;1478
BURITAMA;1° Dose;1494
URUPÊS;1° Dose;1451
ALTINÓPOLIS;1° Dose;1505
TABAPUÃ;1° Dose;1462
BERNARDINO DE CAMPOS;1° Dose;1592
BOM JESUS DOS PERDÕES;1° Dose;1626
PARAIBUNA;1° Dose;1555
MACATUBA;1° Dose;1499
BADY BASSITT;1° Dose;1344
ITABERÁ;1° Dose;1673
PARANAPANEMA;1° Dose;1551
GENERAL SALGADO;1° Dose;1612
MIRACATU;1° DOSE;1596
ÁGUAS DE LINDÓIA;1° Dose;1676
NHANDEARA;1° Dose;1712
NAZARÉ PAULISTA;1° Dose;1825
DUARTINA;1° Dose;1722
CONCHAS;1° Dose;1731
CACONDE;1° Dose;1857
REGENTE FEIJÓ;1° DOSE;1762
IPERÓ;1° DOSE;1828
FARTURA;1° Dose;1723
IRACEMÁPOLIS;1° DOSE;1747
VIRADOURO;1° Dose;1858
ANGATUBA;1° DOSE;1838
SANTA ROSA DE VITERBO;1° DOSE;1879
GUAPIAÇU;1° Dose;1751
SANTA ADÉLIA;1° Dose;1860
ITAJOBI;1° Dose;1859
MIGUELÓPOLIS;1° Dose;1844
PIRATININGA;1° Dose;1740
MIRANTE DO PARANAPANEMA;1° DOSE;1825
CAJATI;1° DOSE;1868
MONTE AZUL PAULISTA;1° Dose;1875
CONCHAL;1° DOSE;1765
DIVINOLÂNDIA;1° Dose;1920
NOVA GRANADA;1° Dose;1867
CORDEIRÓPOLIS;1° DOSE;2110
POTIRENDABA;1° Dose;1920
APIAÍ;1° Dose;2050
PIEDADE;1° DOSE;2281
PINDORAMA;1° Dose;1970
TEODORO SAMPAIO;1° DOSE;2085
CERQUEIRA CÉSAR;1° Dose;2095
ITAÍ;1° Dose;2137
BASTOS;1° Dose;2045
CUNHA;1° Dose;2136
CASTILHO;1° Dose;2053
CRAVINHOS;1° Dose;2090
CABREÚVA;1° Dose;2056
ROSANA;1° DOSE;2197
TAMBAÚ;1° Dose;2105
BARRINHA;1° DOSE;2115
IBATÉ;1° Dose;2220
BROTAS;1° Dose;2224
LUCÉLIA;1° Dose;2035
SERRANA;1° DOSE;1877
PIRACAIA;1° Dose;2207
JARINU;1° Dose;2210
CAJURU;1° DOSE;2184
PIRAJUÍ;1° Dose;2272
GUARÁ;1° Dose;2223
PRESIDENTE BERNARDES;1° DOSE;2262
RIO DAS PEDRAS;1° DOSE;2211
BIRITIBA MIRIM;1° Dose;2396
VALPARAÍSO;1° Dose;2215
CERQUILHO;1° DOSE;2408
PILAR DO SUL;1° Dose;2383
SANTO ANASTÁCIO;1° DOSE;2305
PIRAPOZINHO;1° DOSE;2407
MORRO AGUDO;1° Dose;2188
GUARIBA;1° DOSE;2359
RIO GRANDE DA SERRA;1° Dose;2233
ÁLVARES MACHADO;1° DOSE;2550
MARTINÓPOLIS;1° DOSE;2515
DOIS CÓRREGOS;1° Dose;2406
BRODOWSKI;1° DOSE;2327
TUPI PAULISTA;1° DOSE;2427
TAQUARITUBA;1° Dose;2516
JUQUITIBA;1° Dose;2429
GUARAREMA;1° Dose;2564
JUNQUEIRÓPOLIS;1° DOSE;2553
PEREIRA BARRETO;1° Dose;2607
LARANJAL PAULISTA;1° Dose;2568
PONTAL;1° DOSE;2635
ORLÂNDIA;1° Dose;2372
SÃO MIGUEL ARCANJO;1° Dose;2814
IGARAPAVA;1° Dose;2694
ARAÇOIABA DA SERRA;1° DOSE;2856
PITANGUEIRAS;1° DOSE;2498
ITUPEVA;1° Dose;2744
ILHABELA;1° Dose;2619
MIRANDÓPOLIS;1° Dose;2568
POMPÉIA;1° Dose;2800
PALMITAL;1° Dose;2914
APARECIDA;1° Dose;2846
AGUAÍ;1° Dose;2922
PARIQUERA-AÇU;1° DOSE;2750
LOUVEIRA;1° Dose;2905
CACHOEIRA PAULISTA;1° Dose;2991
ELDORADO;1° Dose;2386
RANCHARIA;1° DOSE;2960
JARDINÓPOLIS;1° DOSE;2903
MONTE APRAZÍVEL;1° Dose;2864
SANTA CRUZ DAS PALMEIRAS;1° Dose;2957
IGUAPE;1° DOSE;3210
VARGEM GRANDE PAULISTA;1° DOSE;2984
CASA BRANCA;1° Dose;2979
PIRAJU;1° Dose;3167
CÂNDIDO MOTA;1° Dose;3287
GUARARAPES;1° Dose;3168
SÃO MANUEL;1° Dose;3344
SÃO PEDRO;1° DOSE;3335
ITARARÉ;1° Dose;3455
PARAGUAÇU PAULISTA;1° Dose;3414
ILHA SOLTEIRA;1° Dose;3576
JOSÉ BONIFÁCIO;1° Dose;3212
SERRA NEGRA;1° Dose;3572
TANABI;1° Dose;3430
PEDERNEIRAS;1° Dose;3502
BOITUVA;1° DOSE;3580
ITUVERAVA;1° Dose;3304
GUAÍRA;1° Dose;3474
MAIRINQUE;1° DOSE;3650
PROMISSÃO;1° Dose;3583
CAPÃO BONITO;1° DOSE;3870
AMÉRICO BRASILIENSE;1° Dose;3448
MONTE MOR;1° Dose;3990
SANTA RITA DO PASSA QUATRO;1° DOSE;3703
TIETÊ;1° Dose;3710
COSMÓPOLIS;1° Dose;3923
BERTIOGA;1° DOSE;3640
CAJAMAR;1° Dose;3987
NOVA ODESSA;1° Dose;3984
JAGUARIÚNA;1° Dose;3940
BARIRI;1° Dose;4052
PORTO FELIZ;1° Dose;3942
OSVALDO CRUZ;1° Dose;3920
SALTO DE PIRAPORA;1° Dose;4096
CAMPOS DO JORDÃO;1° Dose;3927
PRESIDENTE EPITÁCIO;1° DOSE;4244
BARRA BONITA;1° Dose;4094
ARTUR NOGUEIRA;1° Dose;4284
SANTA ISABEL;1° Dose;4258
PEDREIRA;1° Dose;4317
DESCALVADO;1° Dose;4376
ITÁPOLIS;1° Dose;4428
AGUDOS;1° Dose;4369
NOVO HORIZONTE;1° Dose;4359
CAMPO LIMPO PAULISTA;1° Dose;4406
CAPIVARI;1° DOSE;4581
TREMEMBÉ;1° Dose;4103
SOCORRO;1° Dose;4960
BATATAIS;1° DOSE;4329
GARÇA;1° Dose;4709
ARUJÁ;1° Dose;4833
MONGAGUÁ;1° DOSE;5405
PORTO FERREIRA;1° Dose;5343
ESPÍRITO SANTO DO PINHAL;1° Dose;4735
ADAMANTINA;1° Dose;4804
VÁRZEA PAULISTA;1° Dose;5123
JANDIRA;1° Dose;4862
SÃO JOAQUIM DA BARRA;1° Dose;4573
LENÇÓIS PAULISTA;1° Dose;5027
MIRASSOL;1° Dose;5217
IBIÚNA;1° DOSE;5265
SANTA CRUZ DO RIO PARDO;1° Dose;5395
PRESIDENTE VENCESLAU;1° DOSE;5602
EMBU-GUAÇU;1° Dose;5111
SANTA FÉ DO SUL;1° Dose;5359
IBITINGA;1° Dose;5424
VARGEM GRANDE DO SUL;1° Dose;5183
VOTORANTIM;1° Dose;5125
SÃO JOSÉ DO RIO PARDO;1° Dose;5786
MAIRIPORÃ;1° Dose;5669
MONTE ALTO;1° DOSE;5859
PERUÍBE;1° DOSE;6181
ITAPIRA;1° Dose;5566
REGISTRO;1° DOSE;5827
OLÍMPIA;1° Dose;6131
CRUZEIRO;1° Dose;5886
VINHEDO;1° Dose;6073
SÃO SEBASTIÃO;1° Dose;6089
POÁ;1° Dose;5744
ANDRADINA;1° Dose;6332
BEBEDOURO;1° Dose;6758
TAQUARITINGA;1° Dose;6580
CAÇAPAVA;1° Dose;6717
DRACENA;1° DOSE;6409
UBATUBA;1° Dose;6728
CAIEIRAS;1° Dose;7204
LORENA;1° Dose;6858
JALES;1° Dose;6853
MATÃO;1° Dose;7158
AMPARO;1° Dose;7256
SÃO ROQUE;1° Dose;7509
PAULÍNIA;1° Dose;7750
PENÁPOLIS;1° Dose;7727
MOCOCA;1° Dose;8124
SANTANA DE PARNAÍBA;1° DOSE;8538
JABOTICABAL;1° DOSE;8594
TUPÃ;1° Dose;8570
SALTO;1° Dose;8037
ITAPEVA;1° Dose;8889
FERRAZ DE VASCONCELOS;1° Dose;8312
FRANCISCO MORATO;1° Dose;8907
BIRIGUI;1° Dose;9679
CUBATÃO;1° DOSE;9643
MOGI MIRIM;1° Dose;8860
PIRASSUNUNGA;1° DOSE;9425
VALINHOS;1° Dose;9766
AVARÉ;1° Dose;9393
ITATIBA;1° Dose;9318
LEME;1° DOSE;9492
LINS;1° Dose;9243
SERTÃOZINHO;1° DOSE;9315
ITAPECERICA DA SERRA;1° Dose;9369
ITAPEVI;1° Dose;9822
FERNANDÓPOLIS;1° Dose;9628
CARAGUATATUBA;1° Dose;10110
ITANHAÉM;1° DOSE;10081
RIBEIRÃO PIRES;1° Dose;10213
GUARATINGUETÁ;1° Dose;11075
ITAQUAQUECETUBA;1° Dose;11053
FRANCO DA ROCHA;1° Dose;11797
HORTOLÂNDIA;1° Dose;11177
EMBU DAS ARTES;1° Dose;10393
TATUÍ;1° Dose;12071
COTIA;1° Dose;11541
OURINHOS;1° Dose;12910
MOGI GUAÇU;1° Dose;12418
PINDAMONHANGABA;1° Dose;12620
ASSIS;1° Dose;13138
ARARAS;1° DOSE;13646
SANTA BÁRBARA D'OESTE;1° Dose;13963
VOTUPORANGA;1° Dose;13824
SÃO JOÃO DA BOA VISTA;1° Dose;13809
ITU;1° DOSE;14744
JAÚ;1° Dose;14516
ATIBAIA;1° Dose;15867
BARRETOS;1° Dose;15177
ITAPETININGA;1° DOSE;16364
BRAGANÇA PAULISTA;1° Dose;16038
CATANDUVA;1° Dose;17555
SUMARÉ;1° Dose;18765
AMERICANA;1° Dose;18102
CARAPICUÍBA;1° Dose;20475
LIMEIRA;1° DOSE;23088
TABOÃO DA SERRA;1° DOSE;20413
INDAIATUBA;1° Dose;21654
JACAREÍ;1° Dose;22074
BOTUCATU;1° Dose;22078
SUZANO;1° Dose;22449
GUARUJÁ;1° DOSE;23661
PRAIA GRANDE;1° DOSE;23123
BARUERI;1° Dose;22106
ARAÇATUBA;1° Dose;23386
TAUBATÉ;1° Dose;25913
RIO CLARO;1° DOSE;24322
DIADEMA;1° Dose;24681
FRANCA;1° Dose;26493
MARÍLIA;1° Dose;24109
PRESIDENTE PRUDENTE;1° DOSE;27537
SÃO CARLOS;1° Dose;29372
SÃO VICENTE;1° DOSE;29448
MAUÁ;1° Dose;27298
SÃO CAETANO DO SUL;1° Dose;29923
ARARAQUARA;1° Dose;30651
MOGI DAS CRUZES;1° Dose;33417
JUNDIAÍ;1° Dose;35307
PIRACICABA;1° DOSE;36662
SOROCABA;1° Dose;44229
OSASCO;1° Dose;50389
BAURU;1° Dose;46578
SÃO JOSÉ DO RIO PRETO;1° Dose;60532
SÃO JOSÉ DOS CAMPOS;1° Dose;67958
RIBEIRÃO PRETO;1° DOSE;68758
SANTO ANDRÉ;1° Dose;73638
SÃO BERNARDO DO CAMPO;1° Dose;72503
SANTOS;1° DOSE;72483
GUARULHOS;1° Dose;72873
CAMPINAS;1° Dose;134179
SÃO PAULO;1° Dose;1198842
